U+3400	㐀	qiū;jau1;null;null;null	⿱卝一
U+38C8	㣈	sì;si3;null;null;null	⿰⿳彑⿱丿丿巾⿳彑⿱丿丿巾
U+38C9	㣉	null;gung1;null;null;null	⿰工彡
U+38CB	㣋	null;daan1;null;null;null	⿰⿴井丶彡
U+38CC	㣌	shàn;saam3;null;null;null	⿰⿱⺊口彡
U+38CD	㣍	tái;ciu1,cong2,toi4,zaau2;null;null;null	⿰⿱厶口彡
U+38CE	㣎	mù;man6,muk6;null;null;null	⿱⿱白小彡
U+38CF	㣏	jìng;zing6;null;null;null	⿰⿱⿻一人⿱日十彡
U+38D0	㣐	biàn;bin3;null;null;null	⿰⿱白⿲㇇亅⿺乀丿彡
U+38D1	㣑	róng;zung4;null;null;null	⿰⿸广⿻⿻⿻コ一丨月彡
U+38D2	㣒	cèng;saang3,sik1;null;null;null	⿰⿱丷⿱⿴囗⺌日[GTV]彡
U+38D3	㣓	càn;caan3;null;null;null	⿰⿱⿰⿱⺊⿴𠂊丶又米彡
U+38D4	㣔	dīng;ding1;null;null;null	⿰彳⿱一亅
U+38D8	㣘	null;keoi1;null;null;null	⿰彳⿹勹口
U+38D9	㣙	dí;dek6,duk6;null;null;null	⿰彳由
U+38DA	㣚	tǒng;tung2,tung4;null;null;null	⿰彳⿵⿵冂一口
U+38DB	㣛	tà;dap6;null;null;null	⿰彳⿱⿱人一口
U+38DC	㣜	xíng;haang4;null;null;null	⿰彳⿰⿱一⿻一⿰丿丨刂
U+38DD	㣝	sōng;sung1;null;null;null	⿰彳⿹⿻⿺⿻一乚丶丿𠂇
U+38DE	㣞	duó;dyut6;null;null;null	⿰彳⿱⿱八厶⿰丿乚
U+38DF	㣟	xì;hei3;null;null;null	⿰彳⿱⿱十一口
U+38E0	㣠	tāo;tou4;null;null;null	⿲彳丨⿱夂⿱丶丶[GTJV]
U+38E2	㣢	tí;daai1,taai4;null;null;null	⿰彳⿱丷⿹⿻弓丨丿
U+38E3	㣣	shàn;saam2,sim2;null;null;null	⿰彳⿻⿻一人⿰人人[T],⿰彳⿻⿻一人⿰入入[K]
U+38E4	㣤	jiàn;cin5;null;null;null	⿰彳⿱⿻⿺⿻一乚丶丿⿻⿺⿻一乚丶丿
U+38E5	㣥	zhì;zi6;null;null;null	⿰彳⿰亻⿱⿱十一寸[GJK]
U+38E6	㣦	wēi;wai1;null;null;null	⿰彳⿱⿱丿木女
U+38E7	㣧	yìn;zaan6;null;null;null	⿰彳⿰⿱⿰②丶月乚
U+38EA	㣪	huǎn;wun6;null;null;null	⿰彳⿳⿱丿𭕄[G]一⿸𠂇又
U+38EB	㣫	zhǒng;dung2;null;null;null	⿰彳重
U+38EC	㣬	qì;cap1;null;null;null	⿰彳⿱口耳
U+38ED	㣭	zōng;zung1;null;null;null	⿰彳⿳⿶凵㐅八夂[G]
U+38EF	㣯	xiè;sit3;null;null;null	⿰彳⿸尸⿱⺌月[GJ]
U+38F0	㣰	xiè;sik1;null;null;null	⿰彳⿱⿱丿米心
U+38F1	㣱	zé;zak3;null;null;null	⿰彳⿱龶⿱目八
U+38F2	㣲	wéi;mei4;null;null;null	⿲彳⿳山一口攵
U+38F5	㣵	tà;taat3;null;null;null	⿰彳⿺辶⿱⿱十一⿱䒑⿻⿱一一丨
U+38F6	㣶	zhān;zin1;null;null;null	⿰彳⿱⿱⿱丶一[GTK]⿴囗口⿱日一[GTJ]
U+38F7	㣷	nìng;ning6;null;null;null	⿰彳⿱⿱宀⿱心皿⿱一亅[GTK]
U+38FA	㣺	null;sam1;null;null;null	⿰小丶
U+38FB	㣻	yì;ngai6;null;null;null	⿱⿻丿乀心
U+38FC	㣼	rěn;zaan2;null;null;null	⿰忄⿹⿹𠃌丿丿[GK]
U+38FD	㣽	shù;syu3;null;null;null	⿱女心
U+38FE	㣾	chà;caa3;null;null;null	⿰忄⿴又丶
U+38FF	㣿	zhuó;coek3,niu5,zoek3;null;null;null	⿰忄⿹勹丶[GTJV]
U+3901	㤁	miǎn;tim2;null;null;null	⿱⿱一⿻一人心
U+3902	㤂	jí;gap1;null;null;null	⿱及心
U+3903	㤃	fáng;fong1,fong4;null;null;null	⿰忄⿱亠⿰丿𠃌
U+3904	㤄	pèi;pui3;null;null;null	⿰忄⿻一巾
U+3905	㤅	ài;oi3;null;null;null	⿱旡心
U+3906	㤆	fàn;faan2;null;null;null	⿰忄⿸𠂆又[G]
U+3907	㤇	ǎo;ou2,ou3;null;null;null	⿰忄⿱丿⿻一人
U+3908	㤈	qìn;saam3;null;null;null	⿰忄心
U+3909	㤉	qiā;kaa3,kok3,ngaa4;null;null;null	⿰忄牙
U+390A	㤊	xiào;haau6;null;null;null	⿰忄⿱㐅⿻丿乀
U+390B	㤋	fēn;fan1;null;null;null	⿰忄⿱八⿹𠃌丿
U+390C	㤌	gān;gaam1,gaam3;null;null;null	⿰忄甘
U+390D	㤍	qiāo;diu6,hau1,hau2,tiu5,ziu4;null;null;null	⿱⿰工⿱一㇉心
U+390E	㤎	gē;go1;null;null;null	⿱⿰⿻丿𠃌口心
U+390F	㤏	tóng;tung4;null;null;null	⿰忄⿱夂⿱丶丶[GTJV]
U+3910	㤐	chān;tip3;null;null;null	⿱⿱⺊口心
U+3911	㤑	yòu;zaau6;null;null;null	⿰忄⿸𠂇口
U+3912	㤒	gāo;gou1;null;null;null	⿰忄⿱⿻一人十
U+3913	㤓	bèn;ban6;null;null;bỡn	⿰忄本
U+3914	㤔	fù;fu6;null;null;null	⿰忄⿰亻寸
U+3915	㤕	chù;zeot1;null;null;trót	⿰忄⿱⿻凵丨[GTK]凵
U+3916	㤖	zhù;cyu5;null;null;null	⿰忄⿱宀⿱一亅
U+3918	㤘	zhòu;zaau3;null;null;null	⿰忄⿱𠂊彐
U+3919	㤙	null;zaan1;null;null;null	⿱⿴囗コ心
U+391A	㤚	háng;hong2,hong4;null;null;null	⿰忄⿰彳⿱一⿱一亅
U+391B	㤛	nín;zaam6;null;null;null	⿰忄⿰亻⿱丿⿱十一[GKV]
U+391C	㤜	jué;kyut3,waat6;null;null;null	⿰忄⿵戊丶
U+391D	㤝	chōng;cung1;null;null;null	⿰忄⿱⿻一厶[GT]⿰丿乚
U+391E	㤞	chà;caa3;null;null;null	⿰忄⿱宀⿱丿⿻㇀乚
U+391F	㤟	kǒng;kung2;null;null;null	⿱曲心
U+3920	㤠	liè;laau4,lit6;null;null;null	⿱⿰⿱一⿴𠂊丶刂心
U+3921	㤡	lì;lai6;null;null;sệt	⿰忄⿰⿱一⿴𠂊丶刂
U+3922	㤢	yù;zuk1;null;null;null	⿰忄⿸𠂇月
U+3923	㤣	null;paang1;null;null;null	⿱⿱丷⿱一⿻一⿰丿丨心
U+3924	㤤	yú;zyu4;null;null;null	⿰忄⿻日⿻丿乀
U+3925	㤥	hài;hoi6;null;null;null	⿰忄⿳⿱丶一[GTK]⿰𠃋丿人
U+3926	㤦	lì;lei6;null;null;null	⿰忄⿻一史
U+3927	㤧	hóu;hau4;null;null;null	⿰忄⿸⿸𠂆一口
U+3928	㤨	gǒng;gung2;null;null;null	⿰忄⿱⿱⿻十丨一八
U+3929	㤩	kè;kok3;null;null;null	⿱⿱夂口心
U+392A	㤪	yuàn;wan4,zyun3;null;null;null	⿱一⿱⿰⿴𠂊丶㔾心
U+392B	㤫	dé;daak1,zaam3,zak6;null;null;null	⿱⿸𠂇月心
U+392C	㤬	huì;wai6;null;null;null	⿰忄⿱⿱十一⿱十一
U+392D	㤭	null;giu1;null;null;null	⿰忄⿱夭⿰丿丨
U+392E	㤮	guàng;gwong2,kwong4;null;null;null	⿱⿰犭⿱一⿱十一心
U+392F	㤯	jiǒng;gwing2;null;null;null	⿰忄⿵冂⿱八口[G]
U+3930	㤰	zuò;zok3;null;null;null	⿱⿰亻乍心
U+3931	㤱	fù;fu3;null;null;null	⿰忄豆
U+3932	㤲	qiè;hap6,hip3;null;null;null	⿱⿻⿻一人⿰人人心
U+3933	㤳	běi;baak1;null;null;bẽ	⿰忄⿱⿱一③口
U+3934	㤴	chè;cap3;null;null;null	⿰忄⿸耳𠃊[U]
U+3935	㤵	cí;ci4;null;null;null	⿱⿰子攵心
U+3936	㤶	máng;pong4;null;null;null	⿰忄⿷⿺尢丶彡[GK]
U+3937	㤷	hān;haam4;null;null;null	⿰忄⿱⿱⿱人丶㇇[G]口
U+3938	㤸	xì;zik1;null;null;null	⿰忄⿱⿱十一④
U+3939	㤹	qiú;gaau3,kaau4;null;null;null	⿰忄⿺⿻一⿻亅⿱丷八丶
U+393A	㤺	huǎng;fong2,wok6;null;null;null	⿰忄⿱⿱⿱丶一[GTK]𠃊⿴⿰丿乚丨[G],⿰忄⿱⿻一厶[GT]⿴⿰丿乚丨[TJ]
U+393B	㤻	null;nan2;null;null;null	⿱⿰⿴𠂎丶⿴卩丶心
U+393D	㤽	chóu;cau4;null;null;null	⿰忄⿸⿻⿱一⿱一一丨[GJK]寸
U+393E	㤾	sàn;san3;null;null;null	⿰忄⿱⿱冖⿰丿乚木
U+393F	㤿	yān;jim1;null;null;null	⿰忄⿱⿻一人⿻日乚
U+3940	㥀	zhí;daak1;null;null;null	⿰忄⿱十⿴且一[GT]
U+3941	㥁	dé;dak1;null;null;null	⿱⿺𠃊⿱十罒心
U+3942	㥂	tè;tik1,tim5;null;null;null	⿰忄⿱⿱日一寸
U+3943	㥃	mèn;mun6;null;null;null	⿰忄⿰𠁣𠃛
U+3944	㥄	líng;ling4;null;null;null	⿰忄⿳⿱十一八夂[G]
U+3945	㥅	shòu;sau6;null;null;null	⿰忄⿱⿱⿱丿𭕄[G]冖又
U+3946	㥆	tuì;teoi3;null;null;null	⿰忄隶
U+3947	㥇	cán;can1;null;null;null	⿰忄⿱⿻⿺⿻一乚丶丿⿻⿺⿻一乚丶丿
U+3948	㥈	dié;dip6;null;null;null	⿱⿰巾⿱⺊口心
U+3949	㥉	chè;pei1;null;null;null	⿰忄⿱⿱⿱⿱丶一[GTK]丷一口
U+394A	㥊	péng;pang4;null;null;null	⿰忄⿰月月
U+394B	㥋	yī;zi1;null;null;null	⿱⿰亻⿱⿱丶一[GTK]𧘇心
U+394C	㥌	jú;guk1;null;null;null	⿰忄⿹勹米
U+394D	㥍	jì;gei6;null;null;null	⿰忄⿱⿱⑤一八
U+394E	㥎	lái;laai4;null;null;null	⿱⿰禾⿹勹丿心
U+394F	㥏	tiǎn;tin2;null;null;null	⿰忄⿱⑥八
U+3950	㥐	yuàn;zyun3;null;null;null	⿱⿱⿱人一⿰口卩心
U+3951	㥑	null;zaau1;null;null;null	⿱⑧心
U+3952	㥒	cǎi;coi2;null;null;null	⿰忄⿱⿱丿𭕄[G]木
U+3953	㥓	qī;zi2;null;null;null	⿰忄⿱⿻一人⿹⿱一亅口
U+3954	㥔	yù;zuk6;null;null;null	⿰忄⿱⿻一厶[GT]月[GJK]
U+3955	㥕	lián;lin4;null;null;null	⿱⿱⿱八人⿱八人心
U+3956	㥖	cōng;cung1;null;null;null	⿰丹⿱⿱八厶心
U+395A	㥚	yú;zyu4,zyu5;null;null;null	⿰忄⿻臼人[GT]
U+395B	㥛	jí;gik6;null;null;null	⿰忄⿱⿻⿱乛亅⿰口又一[G]
U+395C	㥜	wèi;syut3,waai6;null;null;null	⿰忄⿱田月[GJK]
U+395D	㥝	mǐ;maai5;null;null;null	⿰忄⿰弓耳
U+395E	㥞	suì;seoi6;null;null;null	⿰忄⿱丷⿱一𧰨
U+395F	㥟	xié;kwaai4;null;null;null	⿰忄⿱彑𧰨
U+3960	㥠	xū;seoi1;null;null;null	⿰忄⿱疋月[GJK]
U+3961	㥡	chì;hei3;null;null;null	⿰忄⿸⿸尸⿺乚丿[GJ]木[G]
U+3962	㥢	qiú;zaau1,zaau4;null;null;null	⿰忄⿱丷酉[GTJ]
U+3963	㥣	huì;wai6;null;null;null	⿱⿱⿻一人⿱⿱十一⿱十一心
U+3964	㥤	null;ging1,kaan4,ziu2;null;null;null	⿱⿰⿱龴⿹⿱乛亅丿⿱⿱人丶㇇[G]心
U+3965	㥥	yú;zyu4;null;null;ngùng	⿰忄禺
U+3966	㥦	qiè;heoi3,hip3,tiu4;null;null;null	⿱⿷匚⿻⿻一人⿰人人心
U+3967	㥧	shùn;seon6;null;null;null	⿰忄頁
U+3968	㥨	shuì;ceoi4;null;null;null	⿱⿰女⿱⿱十一⿱十一心
U+3969	㥩	duǒ;do2,seoi6;null;null;null	⿰忄⿸耂日[GTJ]
U+396A	㥪	lóu;lau4;null;null;null	⿰忄⿱米女
U+396B	㥫	null;deon1,seoi3;null;null;null	⿰忄⿳⿱丶一[GTK]口日
U+396C	㥬	páng;pong4;null;null;null	⿰忄⿱⿱⿱⿱丶一[GTK]丷冖⿱亠⿰丿𠃌
U+396D	㥭	tài;taai3;null;null;null	⿰忄⿱⿻⿱一⿱一一人⿻亅⿱丷八
U+396E	㥮	zhòu;zaau3;null;null;null	⿰忄⿱⿹勹⿻凵丨[GTK]⿹勹⿻凵丨[GTK]
U+396F	㥯	yǐn;zaan2;null;null;null	⿱⿳⿱丿𭕄[G]工彐[G]心
U+3970	㥰	sāo;sou1;null;null;null	⿰忄⿱⿻臼丨又[GJK]
U+3971	㥱	fěi;fei2;null;null;null	⿰忄⿷匚非
U+3972	㥲	chēn;can1;null;null;null	⿱⿱十⿱⿴且一八[GTKV]心[T],⿱⿳匕⿺𠃊目八心[J]
U+3973	㥳	yuán;zyun4,zyun6;null;null;null	⿰忄⿸厂⿱白小
U+3974	㥴	yí;zi4;null;null;null	⿰忄⿸𠂆⿸⿸⿱⺊②⿻㇀乚几[G]
U+3975	㥵	hùn;waan4,waan6;null;null;null	⿰忄⿴囗⿱一𧰨
U+3976	㥶	sè;sak1;null;null;null	⿱⿳宀⿱井一八心
U+3977	㥷	yè;aai3;null;null;null	⿸广⿱⿻⿻一人⿰人人心
U+3978	㥸	mǐn;man5;null;null;null	⿰民⿱田心
U+3979	㥹	fěn;baan1,faan2;null;null;null	⿱⿰米⿱八⿹𠃌丿心
U+397A	㥺	hé;hap6;null;null;null	⿰忄⿱⿱⿱十一厶皿
U+397C	㥼	yìn;zaan2;null;null;null	⿰忄⿱正⿹②灬
U+397D	㥽	cè;caak3;null;null;null	⿰忄⿱龶⿱目八
U+397E	㥾	nì;nik1;null;null;null	⿰忄⿷匚⿱⿻十丨[GJ]⿸𠂇口[GJK]
U+397F	㥿	ào;ngou6,tim5;null;null;null	⿱⿰⿱龶⿰丿𠃌攵[G]心
U+3980	㦀	féng;fung4;null;null;null	⿰忄⿺辶⿱夂⿻⿱一⿱一一丨[GJK]
U+3981	㦁	lián;lin4;null;null;null	⿱⿺辶車心
U+3982	㦂	cháng;soeng4;null;null;null	⿱⿱⿱⿱⺌冖口巾心
U+3983	㦃	chǎn;can2,zan3;null;null;null	⿰忄⿸⿱⿱⿱丶一[GTK]丷厂生[G],⿰忄⿱文⿸厂生[TK]
U+3984	㦄	má;maa4;null;null;null	⿸⿸广⿰木木[GJ]心
U+3985	㦅	diē;daai3;null;null;null	⿰忄⿳⑤冖巾
U+3986	㦆	hū;fu1;null;null;hú	⿰忄⿸⿸⿱⺊②⿻㇀乚乎
U+3987	㦇	lù;luk6;null;null;null	⿰忄⿸⿸广⿻コ⿰丨丨比
U+3989	㦉	yì;ci2,zi3;null;null;nhát	⿰忄⿳⿱十一冖豆
U+398A	㦊	huá;waa4;null;null;null	⿰忄⿱⿻十丨[GJ]⑦
U+398B	㦋	zhā;caa1,zaa1;null;null;null	⿰忄⿱⿻一人⿸耂日[GTJ]
U+398C	㦌	hū;fat1;null;null;null	⿱⿱⿱丿⿻⿱一一乚⿰⿱丿⿻⿱一一乚⿱丿⿻⿱一一乚心
U+398D	㦍	è;ngok6;null;null;null	⿰忄⿱⿰口口⿱⿱丷一⿻凵丨[GTK]
U+398E	㦎	huò;waak6;null;null;null	⿰忄⿳⿱⿻⿻⿻コ一丨一一田一
U+398F	㦏	sǔn;seon2,seon2;null;null;null	⿰忄⿱⿰巳巳⿱⿱⿻十丨一八[GTKV]
U+3990	㦐	nì;nei6;null;null;null	⿰忄⿹弋⿱⿱一一⿱目八
U+3991	㦑	xiàn;haam1;null;null;null	⿰忄⿰⿱乛耳攵[G]
U+3992	㦒	lí;laai4;null;null;null	⿰忄⿱罒言
U+3993	㦓	xiàn;zin6;null;null;null	⿰忄⿱⿰⿴𠂊冫犬灬
U+3994	㦔	yàn;zim1;null;null;null	⿱⿰⿱⿵冂⿱一一月[GJK]犬心
U+3995	㦕	lóng;lung4;null;null;null	⿰忄⿰阝⿱夂⿱一生[GTKV]
U+3996	㦖	mèn;mun6;null;null;muốn	⿰忄⿵⿰𠁣𠃛心
U+3997	㦗	jīn;gaam1,gaam3,kaam4,naap1;null;null;null	⿰忄⿱⿰木木示
U+3998	㦘	jī;gik1;null;null;null	⿱⿰⿱白⿱亠⿰丿𠃌攵心
U+3999	㦙	null;jyu4;null;null;null	⿰忄⿱禺心
U+399A	㦚	biǎn;bin2;null;null;null	⿲⿱⿱⿱⿱丶一[GTK]丷一十心⿱⿱⿱⿱丶一[GTK]丷一十
U+399B	㦛	yǔ;zyu5;null;null;null	⿱⿶⿳⿰③彐一八⿹②丿心
U+399C	㦜	huò;waa6,wok6;null;null;null	⿰忄⿱⿻十丨[GJ]⿱隹又[GTJ]
U+399D	㦝	miǎo;bok6,miu5;null;null;null	⿱⿰豸⿱白⿰丿乚心
U+399E	㦞	chóu;cau4;null;null;null	⿱⿳⿳⿱十一乛工一⿰口寸心
U+399F	㦟	mái;fat3,mai4;null;null;null	⿱⿰豸⿱⿻甲一一心
U+39A1	㦡	lè;lok3,lok6;null;null;null	⿰忄⿱⿲⿰②丶白⿰②丶木[GJK]
U+39A2	㦢	jié;zit3;null;null;null	⿰忄⿱⿰⿱𠂊亅[GK]⿱𠂊亅[GK]⿰⑤卩[GTJV][GT],⿰忄⿱⿰⿱𠂊亅[GK]⿱𠂊亅[GK]⿰⿱白⿺乚丿[GJ]卩[K]
U+39A3	㦣	wèi;at3,waai6,wun2;null;null;null	⿱⿲彳⿳𫝀口㐄⿱一⿱一亅心[T],⿱⿲彳⿳𫝀口⿱一巾⿱一⿱一亅心[J]
U+39A4	㦤	yì;zi3;null;null;null	⿰⿳⿱十一冖豆⿱欠心
U+39A5	㦥	xuān;hyun1;null;null;null	⿰忄⿳⿱宀⿻⿱一⿱一一丨[GJK]罒心[G]
U+39A6	㦦	xì;hak1;null;null;null	⿰忄⿵⿰𠁣𠃛⿱臼⿰丿乚
U+39A7	㦧	cǎn;caam2;null;null;null	⿰忄⿱⿰⿱𠂒⿰丿乚⿱𠂒⿰丿乚日
U+39A8	㦨	lán;laan5;null;null;null	⿰忄⿵⿰𠁣𠃛柬
U+39A9	㦩	yǐn;zaan2,zeon6;null;null;null	⿰忄⿰阝⿱⿳⿱丿𭕄[G]工彐[G]心
U+39AA	㦪	xiè;null;null;null;null	⿰忄⿱⿲⿱八人言⿱八人又
U+39AB	㦫	zā;zaat3;null;null;null	⿰忄⿱⿰⿱𠂒⿰丿乚⿱𠂒⿰丿乚⿱目八
U+39AC	㦬	luǒ;lo2;null;null;null	⿰忄⿱罒⿰⿱⿰②丶③隹[GT]
U+39AD	㦭	líng;ling4;null;null;null	⿰忄⿱⿱⿱一⿻冂⿻丨⿱丷八⿲口口口⿻工⿰人人
U+39AE	㦮	qián;cin4;null;null;null	⿻⿻⿺⿻一乚丶丿⿱一一
U+39AF	㦯	huò;waak6;null;null;null	⿹戈⿱厶一
U+39B0	㦰	jiān;cim1;null;null;null	⿶⿻⿺⿻一乚丶丿⿰人人
U+39B1	㦱	wǒ;ngo5;null;null;null	⿹⿶⿻⿺⿻一乚丶丿一⿱十一
U+39B2	㦲	null;zoi1;null;null;null	⿹𢦏⿰丿𠃌
U+39B4	㦴	gé;gaak3;null;null;null	⿹⿻⿺⿻一乚丶丿⿱夂口
U+39B5	㦵	zhū;zyu1;null;null;null	⿰朱⿻⿺⿻一乚丶丿
U+39B6	㦶	dié;dit6,zung5;null;null;null	⿹⿻⿺⿻一乚丶丿⿱⿱一厶⿱十一
U+39B7	㦷	yǒng;zung5;null;null;null	⿰⿱龴⿵冂⿻⿱一一丨⿻⿺⿻一乚丶丿
U+39B8	㦸	jǐ;gik1;null;null;null	⿰⿱⺊⿱日十⿻⿺⿻一乚丶丿
U+39B9	㦹	yáng;maai5,zoeng4,zoeng5;null;null;null	⿰⿱⿱日一⿹勹⿱丿丿⿻⿺⿻一乚丶丿
U+39BA	㦺	rù;zuk6;null;null;null	⿰⿱⿸厂⿱二⿰𠄌⿺乀丿寸⿻⿺⿻一乚丶丿
U+39BB	㦻	xí;zaap6;null;null;null	⿰⿱⿰⿹𠃌冫⿹𠃌冫[GTJV]白⿻⿺⿻一乚丶丿
U+39BC	㦼	shuàng;null;null;null;null	⿰⿱⿻⿱一⿱一一人臼⿻⿺⿻一乚丶丿
U+39BD	㦽	yù;guk1,zuk1;null;null;null	⿰⿸𠂇月⿹⿹戈⿱口一⿲𡿨𡿨𡿨
U+39BE	㦾	yí;zi4;null;null;null	⿸⿱丶尸也[G],⿸⿱丿尸也[TJK]
U+39BF	㦿	qiǎn;haang6,him1,wu6;null;null;null	⿸⿱丶尸木[G],⿸⿱丿尸朩[T]
U+39C0	㧀	jí;gap6;null;null;null	⿸⿱丶尸及[G],⿸⿱丿尸及[TK]
U+39C1	㧁	qù;heoi3;null;null;null	⿸⿱丶尸⿱⿱十一厶[G],⿸⿱丿尸⿱⿱十一厶[T]
U+39C2	㧂	tián;tin4;null;null;null	⿸⿱丶尸田[G],⿸⿱丿尸田[T]
U+39C3	㧃	shōu;sau1;null;null;null	⿰扌丩
U+39C4	㧄	qiǎn;kaau4;null;null;null	⿰扌凵
U+39C5	㧅	mù;muk6;null;null;đeo	⿰扌⿹𠃌丿
U+39C6	㧆	jīn;gaan1;null;null;null	⿰扌巾
U+39C7	㧇	mǎo;mou5;null;null;null	⿰扌⿵冂一
U+39C8	㧈	yǐn;zaan5;null;null;null	⿰扌弓
U+39C9	㧉	gài;koi3;null;null;null	⿰扌⿳𠂉一乁
U+39CA	㧊	pō;put3;null;null;null	⿰扌⿻一巾[GT],⿰扌⿱⿱丶一[GTK]巾[K]
U+39CB	㧋	xuǎn;null;null;null;null	⿰扌犬
U+39CC	㧌	mào;mou6;null;null;null	⿰扌⿱丿⿻⿱一一乚
U+39CD	㧍	fǎng;fong2;null;null;phang	⿰扌⿱亠⿰丿𠃌
U+39CE	㧎	yá;ngaa4;null;null;null	⿰扌牙
U+39CF	㧏	gāng;gong1;null;null;null	⿰扌⿵冂㐅
U+39D0	㧐	sǒng;sung2;null;null;null	⿰扌⿰又又
U+39D1	㧑	huī;fai1;null;null;null	⿰扌为
U+39D2	㧒	yù;leot6,waat6;null;null;null	⿰扌⿱宀八
U+39D3	㧓	guā;gwaa1;null;null;null	⿰扌瓜
U+39D4	㧔	guài;gwai3,tim4;null;null;null	⿰扌戊
U+39D5	㧕	liǔ;lau5;null;null;null	⿰扌⿰𠂎卩
U+39D6	㧖	è;aak1,ak1,zim1;null;null;null	⿰扌⿸⿱丶尸乙[G]
U+39D7	㧗	zǐ;ci2,zi2;null;null;null	⿰扌⿰止⿺乚丿[GJ]
U+39D8	㧘	zì;zi3;null;null;null	⿱⿰止⿺乚丿[GJ]手
U+39D9	㧙	bì;bit1,bit6;null;null;null	⿰扌⿻心丿
U+39DA	㧚	wǎ;ngaa5;null;null;null	⿰扌瓦
U+39DB	㧛	null;hin1;null;null;null	⿱⿰〢⿱𠂉丶手
U+39DC	㧜	liè;laap3,laap6,lip6;null;null;null	⿰扌⿷匚巾
U+39DD	㧝	null;gaa1;null;null;null	⿱⿰⿻丿𠃌口手
U+39DF	㧟	kuǎi;kwaai5;null;null;null	⿰扌⿰氵匚
U+39E1	㧡	hài;hoi6;null;null;null	⿰扌⿳⿱丶一[GTK]⿰𠃋丿人
U+39E2	㧢	yīn;zaan1,zaan5;null;null;null	⿰扌⿴囗⿻一人
U+39E3	㧣	zhū;zyu1,zyu3;null;null;null	⿰扌朱
U+39E4	㧤	chòng;cung3;null;null;null	⿰扌⿱⿻一厶[GT]⿰丿乚
U+39E5	㧥	xiǎn;sin2;null;null;null	⿰扌⿱𠂒⿰丿乚
U+39E6	㧦	xuàn;gwaang1,hyun3;null;null;null	⿰扌⿹勹日
U+39E7	㧧	null;so1,so3;null;null;null	⿰扌⿱⿻一厶[GT]⿴⿰丿乚丨
U+39E8	㧨	qiú;kau4;null;null;null	⿰扌⿸⿸𠂆一口
U+39E9	㧩	pèi;pui3;null;null;null	⿰扌⿵几⿱一巾
U+39EA	㧪	guǐ;gwaai2,ngaai4;null;null;null	⿰扌⿸⿱𠂊厂㔾
U+39EB	㧫	ér;zi4;null;null;null	⿰扌⿱一⿱丿⿵冂⿰丨丨
U+39EC	㧬	gǒng;gung1,gung2,ngung2;null;null;null	⿱⿰工⿵几丶[G]手
U+39ED	㧭	qióng;kung4;null;null;null	⿱⿰工阝手
U+39EE	㧮	hū;bak6,bou6,faat1;null;null;null	⿰扌臼
U+39EF	㧯	lǎo;lou5;null;null;null	⿰扌⿸耂⿺乚丿[GJ]
U+39F0	㧰	lì;lik6;null;null;null	⿰扌乐
U+39F1	㧱	chèn;naa4,nuk6,zau2,zuk6;null;null;null	⿰⿱⿱人一口手
U+39F2	㧲	sǎn;sam2;null;null;null	⿰扌⿱宀木
U+39F3	㧳	zhuò;bai1;null;null;null	⿱⿰扌⿱八⿹𠃌丿手
U+39F4	㧴	wǒ;ngo5;null;null;null	⿰扌我
U+39F5	㧵	póu;bau2,bong6,gong1,paau2,paau4;null;null;null	⿰扌⿱⿱一③口
U+39F6	㧶	kēng;hang1;null;null;null	⿰扌身
U+39F7	㧷	tùn;daau2,taan3,zaam6;null;null;null	⿰扌⿱⿱一⿻一人口
U+39F8	㧸	pēng;paang1;null;null;null	⿰扌⿳⿱丶一[GTK]口⿱乛亅
U+39F9	㧹	tè;tik1;null;null;null	⿰扌⿱⿱日一寸
U+39FA	㧺	tà;dap6;null;null;null	⿰扌⿱⿲㇇亅⿺乀丿日
U+39FB	㧻	zhuó;doek3,duk1;null;null;null	⿰扌⿻⿱一𧰨丶
U+39FC	㧼	biào;biu2;null;null;bíu	⿰扌⿱龶𧘇
U+39FD	㧽	gù;gu3,guk6;null;null;null	⿰扌⿴囗⿱十口
U+39FE	㧾	hū;fat1;null;null;hốt	⿰扌⿱⿹勹⿱丿丿心
U+39FF	㧿	null;coeng1;null;null;null	⿰扌⿱⿰人人龰
U+3A00	㨀	bǐng;bing2,lit6;null;null;null	⿰扌⿻禾⿻コ一
U+3A01	㨁	zhì;ci5,zi6,zik6;null;null;null	⿰扌⿱十⿴且一[GT]
U+3A02	㨂	dǒng;ce1,dung2;null;null;null	⿰扌東
U+3A03	㨃	duǐ;cang4,deoi2;null;null;null	⿰扌⿳⿱丶一[GTK]口子
U+3A04	㨄	zhōu;ziu6;null;null;null	⿰扌⿵⺆⿱⿱十一口[GTJV]
U+3A05	㨅	nèi;noi6;null;null;null	⿰扌⿱⿻十丨[GJ]⿻冂人[G]
U+3A06	㨆	lǐn;lam5,lam6;null;null;null	⿰扌⿰木木
U+3A07	㨇	pó;fuk6,po4,pun4;null;null;null	⿱⿰氵皮手
U+3A08	㨈	jǐ;zai1;null;null;null	⿰扌⿱文⿲丿⿱一一丨
U+3A09	㨉	mín;maan5;null;null;null	⿰扌⿱民日
U+3A0A	㨊	wěi;waai4;null;null;null	⿰扌⿱⿸𠂇工月
U+3A0B	㨋	chě;ze2;null;null;null	⿰扌⿸耂日[GTJ]
